Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institution - Persons,Population attending educational institution - Males,Population attending educational institution - Females,Illiterates - Persons,Illiterates - Males,Illiterates - Females,Literates - Persons,Literates - Males,Literates - Females,Educational level - Literate without education level - Persons,Educational level - Literate without education level - Males,Educational level - Literate without education level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Persons,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Males,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females
C3311,01,000,State - JAMMU & KASHMIR,Total,17,221619,115421,106198,164319,90551,73768,2070,912,1158,162249,89639,72610,678,434,244,1578,853,725,8596,4809,3787,43348,24253,19095,107701,59091,48610,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Total,18,276216,141830,134386,174220,97139,77081,2362,1042,1320,171858,96097,75761,798,521,277,1948,1029,919,7055,3913,3142,32889,18466,14423,64324,36353,27971,60966,33590,27376,289,213,76,3200,1782,1418,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Total,19,205594,106532,99062,124549,69811,54738,1506,671,835,123043,69140,53903,561,371,190,1637,884,753,4243,2450,1793,17339,9815,7524,35637,20398,15239,60439,33232,27207,235,185,50,2648,1622,1026,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Total,20-24,1160913,603578,557335,435515,245217,190298,6842,2923,3919,428673,242294,186379,2357,1478,879,5811,3204,2607,19648,10817,8831,46134,26208,19926,79727,47038,32689,164948,93287,71661,970,683,287,8599,5320,3279,99418,53650,45768
C3311,01,000,State - JAMMU & KASHMIR,Total,25-29,1086122,584559,501563,84534,48420,36114,4325,1813,2512,80209,46607,33602,524,351,173,48,26,22,89,64,25,257,173,84,489,366,123,16813,10066,6747,299,226,73,1842,1184,658,59638,34010,25628
C3311,01,000,State - JAMMU & KASHMIR,Total,30-34,926903,495746,431157,29596,17613,11983,3453,1471,1982,26143,16142,10001,300,217,83,31,21,10,91,58,33,180,131,49,305,247,58,4624,2940,1684,153,116,37,810,521,289,19526,11809,7717
C3311,01,000,State - JAMMU & KASHMIR,Total,35-59,2951417,1568916,1382501,48585,30385,18200,13229,6103,7126,35356,24282,11074,791,563,228,116,65,51,284,184,100,581,460,121,794,646,148,4097,2868,1229,174,152,22,1123,820,303,27120,18333,8787
C3311,01,000,State - JAMMU & KASHMIR,Total,60+,922656,482580,440076,12433,7661,4772,6444,3046,3398,5989,4615,1374,339,277,62,77,50,27,107,89,18,71,59,12,117,98,19,696,453,243,55,45,10,187,155,32,4204,3286,918
C3311,01,000,State - JAMMU & KASHMIR,Total,Age not stated,15119,9747,5372,595,326,269,230,111,119,365,215,150,23,12,11,3,3,0,4,4,0,2,2,0,11,2,9,106,58,48,9,9,0,11,7,4,191,114,77
C3311,01,000,State - JAMMU & KASHMIR,Rural,All ages,9108060,4774477,4333583,2676870,1477727,1199143,315699,164604,151095,2361171,1313123,1048048,13161,8244,4917,680795,367445,313350,604290,327865,276425,447967,247766,200201,311480,177918,133562,192046,112821,79225,1454,1083,371,5693,3896,1797,95172,60811,34361
C3311,01,000,State - JAMMU & KASHMIR,Rural,0-4,1115289,600891,514398,39183,21315,17868,39183,21315,17868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,5,239716,127322,112394,61269,33139,28130,61269,33139,28130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,6,238003,125928,112075,105093,56975,48118,105093,56975,48118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,7,211924,111149,100775,155875,83393,72482,23144,11886,11258,132731,71507,61224,1036,633,403,130409,70136,60273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,8,223830,117665,106165,186606,100295,86311,15783,8121,7662,170823,92174,78649,1020,621,399,168734,90949,77785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,9,195583,102930,92653,171279,91887,79392,10205,5030,5175,161074,86857,74217,976,590,386,140868,76065,64803,18443,9751,8692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,10,244857,129213,115644,207830,112228,95602,9620,4745,4875,198210,107483,90727,1149,700,449,129620,70349,59271,66509,35920,30589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,11,220044,115820,104224,194367,104792,89575,6753,3360,3393,187614,101432,86182,1112,669,443,61332,33257,28075,124449,67099,57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,12,226066,118391,107675,198572,107456,91116,5085,2388,2697,193487,105068,88419,1082,651,431,24193,13000,11193,146370,79410,66960,21227,11650,9577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,13,202068,105405,96663,177679,96113,81566,3657,1691,1966,174022,94422,79600,929,582,347,9309,4904,4405,111272,60471,50801,52006,28181,23825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,14,204201,106682,97519,175375,95668,79707,2864,1248,1616,172511,94420,78091,873,529,344,4370,2329,2041,62639,34404,28235,104177,56906,47271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,15,207140,106785,100355,166257,90879,75378,2593,1098,1495,163664,89781,73883,715,429,286,2511,1313,1198,29307,15930,13377,92966,50854,42112,37698,20995,16703,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,16,199394,102617,96777,151622,83756,67866,2134,886,1248,149488,82870,66618,506,307,199,1826,960,866,14107,7620,6487,65032,35988,29044,67662,37769,29893,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,17,164377,85481,78896,117275,65669,51606,1548,696,852,115727,64973,50754,436,256,180,1182,632,550,6902,3836,3066,35177,19785,15392,71791,40323,31468,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,18,205879,105200,100679,121855,69414,52441,1752,764,988,120103,68650,51453,486,303,183,1356,709,647,5623,3134,2489,26917,15285,11632,47055,26978,20077,37286,21386,15900,208,143,65,906,559,347,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,19,149318,77015,72303,83990,48350,35640,1070,490,580,82920,47860,35060,344,228,116,1035,559,476,3200,1782,1418,13901,7989,5912,27166,15764,11402,36102,20732,15370,159,121,38,809,562,247,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Rural,20-24,827361,423292,404069,278090,162916,115174,4742,2063,2679,273348,160853,112495,1295,832,463,3830,2155,1675,15066,8223,6843,35870,20588,15282,59181,35324,23857,104086,61227,42859,646,454,192,3019,2035,984,49621,29593,20028
C3311,01,000,State - JAMMU & KASHMIR,Rural,25-29,738568,385544,353024,43263,27212,16051,2871,1198,1673,40392,26014,14378,237,160,77,35,21,14,69,50,19,188,129,59,310,239,71,10170,6388,3782,196,154,42,543,393,150,28526,18402,10124
C3311,01,000,State - JAMMU & KASHMIR,Rural,30-34,636137,333062,303075,13713,8889,4824,2395,991,1404,11318,7898,3420,177,134,43,23,14,9,70,44,26,124,91,33,172,141,31,2422,1637,785,103,80,23,189,148,41,7967,5562,2405
C3311,01,000,State - JAMMU & KASHMIR,Rural,35-59,1995493,1044737,950756,20733,13298,7435,9192,4196,4996,11541,9102,2439,491,372,119,90,45,45,186,120,66,348,288,60,395,335,60,1590,1204,386,106,98,8,199,174,25,7954,6335,1619
C3311,01,000,State - JAMMU & KASHMIR,Rural,60+,651969,342489,309480,6540,3850,2690,4559,2229,2330,1981,1621,360,278,237,41,69,45,24,77,70,7,32,30,2,48,48,0,318,204,114,36,33,3,24,21,3,993,849,144
C3311,01,000,State - JAMMU & KASHMIR,Rural,Age not stated,10843,6859,3984,404,233,171,187,95,92,217,138,79,19,11,8,3,3,0,1,1,0,2,2,0,2,2,0,72,43,29,0,0,0,4,4,0,111,70,41
C3311,01,000,State - JAMMU & KASHMIR,Urban,All ages,3433242,1866185,1567057,1019763,545973,473790,112985,58625,54360,906778,487348,419430,7070,4754,2316,201371,109144,92227,175259,94381,80878,139283,74516,64767,131418,70338,61080,120643,63673,56970,730,546,184,12727,7515,5212,114925,60391,54534
C3311,01,000,State - JAMMU & KASHMIR,Urban,0-4,299595,162610,136985,23911,12937,10974,23911,12937,10974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,5,63420,33907,29513,24255,13011,11244,24255,13011,11244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,6,62882,33697,29185,32659,17473,15186,32659,17473,15186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,7,58614,30974,27640,47570,25295,22275,5544,2860,2684,42026,22435,19591,493,302,191,41159,21929,19230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,8,61484,32805,28679,54689,29373,25316,3615,1795,1820,51074,27578,23496,452,300,152,50270,27069,23201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,9,56517,30441,26076,51575,27870,23705,2472,1256,1216,49103,26614,22489,429,282,147,41710,22495,19215,6642,3626,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,10,69426,37560,31866,61879,33672,28207,2520,1287,1233,59359,32385,26974,566,386,180,37957,20833,17124,20488,10918,9570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,11,62005,33441,28564,56788,30704,26084,1718,785,933,55070,29919,25151,439,295,144,16380,9123,7257,37984,20310,17674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,12,63732,33974,29758,58145,31169,26976,1273,617,656,56872,30552,26320,502,363,139,5960,3342,2618,42458,22562,19896,7727,4137,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,13,59011,31323,27688,54137,28885,25252,877,390,487,53260,28495,24765,462,340,122,2240,1235,1005,32044,17187,14857,18358,9640,8718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,14,62443,33046,29397,56281,30045,26236,735,302,433,55546,29743,25803,449,301,148,958,534,424,16585,9059,7526,37420,19767,17653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,15,63852,33717,30135,55408,29529,25879,660,291,369,54748,29238,25510,355,269,86,600,330,270,6908,3822,3086,30047,16099,13948,16709,8643,8066,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,16,63647,33460,30187,53983,28718,25265,601,251,350,53382,28467,24915,315,225,90,511,302,209,3227,1769,1458,17489,9493,7996,31724,16610,15114,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,17,57242,29940,27302,47044,24882,22162,522,216,306,46522,24666,21856,242,178,64,396,221,175,1694,973,721,8171,4468,3703,35910,18768,17142,0,0,0,0,0,0,0,0,0,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,18,70337,36630,33707,52365,27725,24640,610,278,332,51755,27447,24308,312,218,94,592,320,272,1432,779,653,5972,3181,2791,17269,9375,7894,23680,12204,11476,81,70,11,2294,1223,1071,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,19,56276,29517,26759,40559,21461,19098,436,181,255,40123,21280,18843,217,143,74,602,325,277,1043,668,375,3438,1826,1612,8471,4634,3837,24337,12500,11837,76,64,12,1839,1060,779,0,0,0
C3311,01,000,State - JAMMU & KASHMIR,Urban,20-24,333552,180286,153266,157425,82301,75124,2100,860,1240,155325,81441,73884,1062,646,416,1981,1049,932,4582,2594,1988,10264,5620,4644,20546,11714,8832,60862,32060,28802,324,229,95,5580,3285,2295,49797,24057,25740
C3311,01,000,State - JAMMU & KASHMIR,Urban,25-29,347554,199015,148539,41271,21208,20063,1454,615,839,39817,20593,19224,287,191,96,13,5,8,20,14,6,69,44,25,179,127,52,6643,3678,2965,103,72,31,1299,791,508,31112,15608,15504
C3311,01,000,State - JAMMU & KASHMIR,Urban,30-34,290766,162684,128082,15883,8724,7159,1058,480,578,14825,8244,6581,123,83,40,8,7,1,21,14,7,56,40,16,133,106,27,2202,1303,899,50,36,14,621,373,248,11559,6247,5312
C3311,01,000,State - JAMMU & KASHMIR,Urban,35-59,955924,524179,431745,27852,17087,10765,4037,1907,2130,23815,15180,8635,300,191,109,26,20,6,98,64,34,233,172,61,399,311,88,2507,1664,843,68,54,14,924,646,278,19166,11998,7168
C3311,01,000,State - JAMMU & KASHMIR,Urban,60+,270687,140091,130596,5893,3811,2082,1885,817,1068,4008,2994,1014,61,40,21,8,5,3,30,19,11,39,29,10,69,50,19,378,249,129,19,12,7,163,134,29,3211,2437,774
C3311,01,000,State - JAMMU & KASHMIR,Urban,Age not stated,4276,2888,1388,191,93,98,43,16,27,148,77,71,4,1,3,0,0,0,3,3,0,0,0,0,9,0,9,34,15,19,9,9,0,7,3,4,80,44,36
C3311,02,000,State - HIMACHAL PRADESH,Total,All ages,6864602,3481873,3382729,1821776,966397,855379,158978,82420,76558,1662798,883977,778821,12130,6443,5687,416266,221780,194486,416362,222842,193520,288015,152858,135157,253944,136266,117678,188905,98028,90877,739,456,283,15029,10333,4696,68742,33559,35183
C3311,02,000,State - HIMACHAL PRADESH,Total,0-4,544984,285011,259973,21163,11332,9831,21163,11332,9831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,5,117679,61890,55789,37954,20142,17812,37954,20142,17812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,6,115235,60558,54677,66354,34881,31473,66354,34881,31473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,7,122039,63842,58197,110451,57875,52576,9457,4871,4586,100994,53004,47990,573,308,265,100008,52465,47543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,8,117124,61593,55531,112807,59494,53313,2918,1447,1471,109889,58047,51842,459,255,204,109251,57700,51551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,9,119100,63574,55526,114919,61482,53437,1543,825,718,113376,60657,52719,491,261,230,99762,53558,46204,12975,6748,6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,10,134596,71647,62949,128527,68577,59950,1475,776,699,127052,67801,59251,512,277,235,69001,37220,31781,57406,30223,27183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,11,127447,67693,59754,122822,65462,57360,1075,572,503,121747,64890,56857,555,312,243,23051,12558,10493,98036,51966,46070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,12,125830,66799,59031,121156,64607,56549,909,486,423,120247,64121,56126,511,300,211,7192,3894,3298,102160,54548,47612,10281,5330,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,13,124125,65336,58789,118905,62897,56008,807,436,371,118098,62461,55637,462,256,206,2697,1453,1244,73476,39425,34051,41367,21271,20096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,14,127226,66765,60461,120068,63484,56584,781,418,363,119287,63066,56221,446,254,192,1207,681,526,35820,19491,16329,81736,42597,39139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,15,127378,67225,60153,116471,61841,54630,798,431,367,115673,61410,54263,476,256,220,724,405,319,15818,8908,6910,70468,37487,32981,28095,14300,13795,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,16,126410,66658,59752,111488,59021,52467,751,404,347,110737,58617,52120,424,244,180,512,308,204,7758,4411,3347,40678,21895,18783,61280,31717,29563,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,17,124585,65721,58864,102504,54352,48152,640,324,316,101864,54028,47836,425,254,171,390,228,162,3755,2115,1640,20703,11436,9267,76513,39957,36556,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,18,136759,72265,64494,95849,50932,44917,604,302,302,95245,50630,44615,495,291,204,449,253,196,2152,1239,913,10830,6031,4799,40257,22225,18032,39061,19268,19793,61,39,22,1871,1240,631,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,19,125329,64860,60469,76529,40415,36114,498,248,250,76031,40167,35864,513,337,176,351,179,172,1563,879,684,5147,2932,2215,21716,12416,9300,44036,21654,22382,72,39,33,2576,1699,877,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Total,20-24,643866,323720,320146,192391,101864,90527,1439,705,734,190952,101159,89793,1872,1186,686,1092,603,489,4798,2581,2217,6440,3661,2779,25355,15163,10192,98684,52626,46058,382,221,161,8892,6183,2709,43217,18795,24422
C3311,02,000,State - HIMACHAL PRADESH,Total,25-29,589160,290125,299035,23353,13189,10164,645,323,322,22708,12866,9842,410,229,181,65,40,25,118,67,51,67,38,29,219,153,66,4776,3048,1728,76,56,20,1020,720,300,15901,8479,7422
C3311,02,000,State - HIMACHAL PRADESH,Total,30-34,546357,271253,275104,6336,3599,2737,657,282,375,5679,3317,2362,249,108,141,56,29,27,80,35,45,64,30,34,130,79,51,833,514,319,42,25,17,209,151,58,3948,2308,1640
C3311,02,000,State - HIMACHAL PRADESH,Total,35-59,1956201,979110,977091,14194,7296,6898,4596,1712,2884,9598,5584,4014,2020,696,1324,276,102,174,347,143,204,191,119,72,316,206,110,834,532,302,89,63,26,348,259,89,4791,3317,1474
C3311,02,000,State - HIMACHAL PRADESH,Total,60+,703009,340875,362134,6944,3339,3605,3689,1390,2299,3255,1949,1306,1217,604,613,178,102,76,98,62,36,41,31,10,60,49,11,481,265,216,16,13,3,89,69,20,781,613,168
C3311,02,000,State - HIMACHAL PRADESH,Total,Age not stated,10163,5353,4810,591,316,275,225,113,112,366,203,163,20,15,5,4,2,2,2,1,1,2,0,2,3,1,2,200,121,79,1,0,1,24,12,12,104,47,57
C3311,02,000,State - HIMACHAL PRADESH,Rural,All ages,6176050,3110345,3065705,1624927,860575,764352,142698,73640,69058,1482229,786935,695294,10908,5774,5134,376413,199742,176671,380672,202729,177943,262084,138583,123501,227308,121879,105429,159631,83088,76543,540,316,224,12432,8680,3752,49818,24873,24945
C3311,02,000,State - HIMACHAL PRADESH,Rural,0-4,500931,261743,239188,17675,9484,8191,17675,9484,8191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,5,107195,56236,50959,33870,17912,15958,33870,17912,15958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,6,104696,54875,49821,60566,31718,28848,60566,31718,28848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,7,111185,58014,53171,100806,52662,48144,8717,4473,4244,92089,48189,43900,502,266,236,91211,47713,43498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,8,106293,55716,50577,102462,53864,48598,2704,1339,1365,99758,52525,47233,409,234,175,99184,52203,46981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,9,108190,57600,50590,104496,55769,48727,1427,764,663,103069,55005,48064,422,223,199,90498,48452,42046,12008,6244,5764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,10,122334,64852,57482,116896,62130,54766,1323,697,626,115573,61433,54140,450,247,203,61691,33131,28560,53307,27980,25327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,11,115507,61000,54507,111391,59040,52351,959,512,447,110432,58528,51904,492,281,211,20474,11044,9430,89366,47150,42216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,12,114237,60324,53913,110068,58434,51634,819,437,382,109249,57997,51252,476,278,198,6388,3427,2961,92896,49397,43499,9393,4850,4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,13,112678,59005,53673,107925,56827,51098,725,394,331,107200,56433,50767,419,226,193,2337,1248,1089,66598,35498,31100,37752,19407,18345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,14,115509,60319,55190,108970,57380,51590,708,386,322,108262,56994,51268,413,236,177,1022,573,449,32758,17682,15076,73997,38463,35534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,15,115114,60443,54671,105178,55635,49543,719,389,330,104459,55246,49213,433,230,203,608,330,278,14698,8248,6450,63546,33642,29904,25093,12750,12343,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,16,114081,59746,54335,100375,52918,47457,673,361,312,99702,52557,47145,388,222,166,453,269,184,7228,4087,3141,37171,19869,17302,54388,28075,26313,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,17,112339,59015,53324,91802,48691,43111,583,293,290,91219,48398,42821,377,221,156,337,196,141,3460,1931,1529,19301,10611,8690,67678,35409,32269,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,18,122520,64005,58515,84902,45051,39851,537,265,272,84365,44786,39579,445,266,179,393,217,176,1963,1120,843,10005,5543,4462,36459,20057,16402,33427,16454,16973,51,33,18,1567,1063,504,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,19,111937,57345,54592,66825,35416,31409,435,216,219,66390,35200,31190,456,297,159,305,151,154,1424,797,627,4769,2702,2067,19961,11404,8557,37218,18369,18849,56,32,24,2154,1425,729,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Rural,20-24,573439,285167,288272,160575,86029,74546,1165,569,596,159410,85460,73950,1588,1040,548,972,532,440,4374,2314,2060,5833,3306,2527,23112,13765,9347,83246,44623,38623,307,173,134,7411,5235,2176,32380,14352,18028
C3311,02,000,State - HIMACHAL PRADESH,Rural,25-29,523605,255016,268589,17279,10079,7200,540,263,277,16739,9816,6923,333,186,147,60,36,24,110,60,50,55,31,24,196,137,59,3883,2491,1392,51,39,12,810,591,219,11193,6212,4981
C3311,02,000,State - HIMACHAL PRADESH,Rural,30-34,485375,239272,246103,4749,2735,2014,565,224,341,4184,2511,1673,215,87,128,51,26,25,78,35,43,60,28,32,111,66,45,655,410,245,23,9,14,162,119,43,2769,1696,1073
C3311,02,000,State - HIMACHAL PRADESH,Rural,35-59,1740207,862322,877885,11365,5597,5768,4257,1522,2735,7108,4075,3033,1916,648,1268,255,94,161,315,130,185,163,102,61,254,170,84,633,410,223,45,25,20,245,187,58,2929,2179,750
C3311,02,000,State - HIMACHAL PRADESH,Rural,60+,649292,313431,335861,6221,2921,3300,3521,1317,2204,2700,1604,1096,1158,575,583,170,98,72,87,55,32,37,29,8,53,45,8,389,222,167,7,5,2,60,48,12,459,394,65
C3311,02,000,State - HIMACHAL PRADESH,Rural,Age not stated,9386,4899,4487,531,283,248,210,105,105,321,178,143,16,11,5,4,2,2,2,1,1,2,0,2,3,1,2,180,109,71,0,0,0,23,12,11,88,40,48
C3311,02,000,State - HIMACHAL PRADESH,Urban,All ages,688552,371528,317024,196849,105822,91027,16280,8780,7500,180569,97042,83527,1222,669,553,39853,22038,17815,35690,20113,15577,25931,14275,11656,26636,14387,12249,29274,14940,14334,199,140,59,2597,1653,944,18924,8686,10238
C3311,02,000,State - HIMACHAL PRADESH,Urban,0-4,44053,23268,20785,3488,1848,1640,3488,1848,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Urban,5,10484,5654,4830,4084,2230,1854,4084,2230,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Urban,6,10539,5683,4856,5788,3163,2625,5788,3163,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,02,000,State - HIMACHAL PRADESH,Urban,7,10854,5828,5026,9645,5213,4432,740,398,342,8905,4815,4090,71,42,29,8797,4752,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
