,State,Gender,Education,Year,Population
2673,Delhi (Ut),Male,Technical Diploma Or Certificate Not Equal To Degree,2014,17353.0
2674,Delhi (Ut),Male,Unclassified,2001,462.0
2675,Delhi (Ut),Male,Unclassified,2011,2475.0
2676,Delhi (Ut),Male,Unclassified,2002,664.0
2677,Delhi (Ut),Male,Unclassified,2003,866.0
2678,Delhi (Ut),Male,Unclassified,2004,1068.0
2679,Delhi (Ut),Male,Unclassified,2005,1270.0
2680,Delhi (Ut),Male,Unclassified,2006,1472.0
2681,Delhi (Ut),Male,Unclassified,2007,1674.0
2682,Delhi (Ut),Male,Unclassified,2008,1876.0
2683,Delhi (Ut),Male,Unclassified,2009,2078.0
2684,Delhi (Ut),Male,Unclassified,2010,2280.0
2685,Delhi (Ut),Male,Unclassified,2012,2677.0
2686,Delhi (Ut),Male,Unclassified,2013,2879.0
2687,Delhi (Ut),Male,Unclassified,2014,3081.0
2688,Delhi (Ut),Male,Illiterate,2001,206997.0
2689,Delhi (Ut),Male,Illiterate,2011,220143.0
2690,Delhi (Ut),Male,Illiterate,2002,208312.0
2691,Delhi (Ut),Male,Illiterate,2003,209627.0
2692,Delhi (Ut),Male,Illiterate,2004,210942.0
2693,Delhi (Ut),Male,Illiterate,2005,212257.0
2694,Delhi (Ut),Male,Illiterate,2006,213572.0
2695,Delhi (Ut),Male,Illiterate,2007,214887.0
2696,Delhi (Ut),Male,Illiterate,2008,216202.0
2697,Delhi (Ut),Male,Illiterate,2009,217517.0
2698,Delhi (Ut),Male,Illiterate,2010,218832.0
2699,Delhi (Ut),Male,Illiterate,2012,221458.0
2700,Delhi (Ut),Male,Illiterate,2013,222773.0
2701,Delhi (Ut),Male,Illiterate,2014,224088.0
2702,Delhi (Ut),Male,Literate,2001,1793079.0
2703,Delhi (Ut),Male,Literate,2011,2369830.0
2704,Delhi (Ut),Male,Literate,2002,1850755.0
2705,Delhi (Ut),Male,Literate,2003,1908431.0
2706,Delhi (Ut),Male,Literate,2004,1966107.0
2707,Delhi (Ut),Male,Literate,2005,2023783.0
2708,Delhi (Ut),Male,Literate,2006,2081459.0
2709,Delhi (Ut),Male,Literate,2007,2139135.0
2710,Delhi (Ut),Male,Literate,2008,2196811.0
2711,Delhi (Ut),Male,Literate,2009,2254487.0
2712,Delhi (Ut),Male,Literate,2010,2312163.0
2713,Delhi (Ut),Male,Literate,2012,2427506.0
2714,Delhi (Ut),Male,Literate,2013,2485182.0
2715,Delhi (Ut),Male,Literate,2014,2542858.0
2716,Delhi (Ut),Male,Population Attending Educational Institutions,2001,2000076.0
2717,Delhi (Ut),Male,Population Attending Educational Institutions,2011,2589973.0
2718,Delhi (Ut),Male,Population Attending Educational Institutions,2002,2059066.0
2719,Delhi (Ut),Male,Population Attending Educational Institutions,2003,2118056.0
2720,Delhi (Ut),Male,Population Attending Educational Institutions,2004,2177046.0
2721,Delhi (Ut),Male,Population Attending Educational Institutions,2005,2236036.0
2722,Delhi (Ut),Male,Population Attending Educational Institutions,2006,2295026.0
2723,Delhi (Ut),Male,Population Attending Educational Institutions,2007,2354016.0
2724,Delhi (Ut),Male,Population Attending Educational Institutions,2008,2413006.0
2725,Delhi (Ut),Male,Population Attending Educational Institutions,2009,2471996.0
2726,Delhi (Ut),Male,Population Attending Educational Institutions,2010,2530986.0
2727,Delhi (Ut),Male,Population Attending Educational Institutions,2012,2648963.0
2728,Delhi (Ut),Male,Population Attending Educational Institutions,2013,2707953.0
2729,Delhi (Ut),Male,Population Attending Educational Institutions,2014,2766943.0
2730,Delhi (Ut),Male,Total Population,2001,7607234.0
2731,Delhi (Ut),Male,Total Population,2011,8987326.0
2732,Delhi (Ut),Male,Total Population,2002,7745244.0
2733,Delhi (Ut),Male,Total Population,2003,7883254.0
2734,Delhi (Ut),Male,Total Population,2004,8021264.0
2735,Delhi (Ut),Male,Total Population,2005,8159274.0
2736,Delhi (Ut),Male,Total Population,2006,8297284.0
2737,Delhi (Ut),Male,Total Population,2007,8435294.0
2738,Delhi (Ut),Male,Total Population,2008,8573304.0
2739,Delhi (Ut),Male,Total Population,2009,8711314.0
2740,Delhi (Ut),Male,Total Population,2010,8849324.0
2741,Delhi (Ut),Male,Total Population,2012,9125336.0
2742,Delhi (Ut),Male,Total Population,2013,9263346.0
2743,Delhi (Ut),Male,Total Population,2014,9401356.0
2744,Rajasthan,Female,Below Primary,2001,2455941.0
2745,Rajasthan,Female,Below Primary,2011,2617355.0
2746,Rajasthan,Female,Below Primary,2002,2472083.0
2747,Rajasthan,Female,Below Primary,2003,2488225.0
2748,Rajasthan,Female,Below Primary,2004,2504367.0
2749,Rajasthan,Female,Below Primary,2005,2520509.0
2750,Rajasthan,Female,Below Primary,2006,2536651.0
2751,Rajasthan,Female,Below Primary,2007,2552793.0
2752,Rajasthan,Female,Below Primary,2008,2568935.0
2753,Rajasthan,Female,Below Primary,2009,2585077.0
2754,Rajasthan,Female,Below Primary,2010,2601219.0
2755,Rajasthan,Female,Below Primary,2012,2633497.0
2756,Rajasthan,Female,Below Primary,2013,2649639.0
2757,Rajasthan,Female,Below Primary,2014,2665781.0
2758,Rajasthan,Female,Graduate & Above,2001,44682.0
2759,Rajasthan,Female,Graduate & Above,2011,202391.0
2760,Rajasthan,Female,Graduate & Above,2002,60453.0
2761,Rajasthan,Female,Graduate & Above,2003,76224.0
2762,Rajasthan,Female,Graduate & Above,2004,91995.0
2763,Rajasthan,Female,Graduate & Above,2005,107766.0
2764,Rajasthan,Female,Graduate & Above,2006,123537.0
2765,Rajasthan,Female,Graduate & Above,2007,139308.0
2766,Rajasthan,Female,Graduate & Above,2008,155079.0
2767,Rajasthan,Female,Graduate & Above,2009,170850.0
2768,Rajasthan,Female,Graduate & Above,2010,186621.0
2769,Rajasthan,Female,Graduate & Above,2012,218162.0
2770,Rajasthan,Female,Graduate & Above,2013,233933.0
2771,Rajasthan,Female,Graduate & Above,2014,249704.0
2772,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,127557.0
2773,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,396009.0
2774,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,154403.0
2775,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,181249.0
2776,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,208095.0
2777,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,234941.0
2778,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,261787.0
2779,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,288633.0
2780,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,315479.0
2781,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,342325.0
2782,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,369171.0
2783,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,422855.0
2784,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,449701.0
2785,Rajasthan,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,476547.0
2786,Rajasthan,Female,Literate Without Educational Level,2001,239603.0
2787,Rajasthan,Female,Literate Without Educational Level,2011,86668.0
2788,Rajasthan,Female,Literate Without Educational Level,2002,224310.0
2789,Rajasthan,Female,Literate Without Educational Level,2003,209017.0
2790,Rajasthan,Female,Literate Without Educational Level,2004,193724.0
2791,Rajasthan,Female,Literate Without Educational Level,2005,178431.0
2792,Rajasthan,Female,Literate Without Educational Level,2006,163138.0
2793,Rajasthan,Female,Literate Without Educational Level,2007,147845.0
2794,Rajasthan,Female,Literate Without Educational Level,2008,132552.0
2795,Rajasthan,Female,Literate Without Educational Level,2009,117259.0
2796,Rajasthan,Female,Literate Without Educational Level,2010,101966.0
2797,Rajasthan,Female,Literate Without Educational Level,2012,71375.0
2798,Rajasthan,Female,Literate Without Educational Level,2013,56082.0
2799,Rajasthan,Female,Literate Without Educational Level,2014,40789.0
2800,Rajasthan,Female,Matric/Secondary,2001,218128.0
2801,Rajasthan,Female,Matric/Secondary,2011,634358.0
2802,Rajasthan,Female,Matric/Secondary,2002,259751.0
2803,Rajasthan,Female,Matric/Secondary,2003,301374.0
2804,Rajasthan,Female,Matric/Secondary,2004,342997.0
2805,Rajasthan,Female,Matric/Secondary,2005,384620.0
2806,Rajasthan,Female,Matric/Secondary,2006,426243.0
2807,Rajasthan,Female,Matric/Secondary,2007,467866.0
2808,Rajasthan,Female,Matric/Secondary,2008,509489.0
2809,Rajasthan,Female,Matric/Secondary,2009,551112.0
2810,Rajasthan,Female,Matric/Secondary,2010,592735.0
2811,Rajasthan,Female,Matric/Secondary,2012,675981.0
2812,Rajasthan,Female,Matric/Secondary,2013,717604.0
2813,Rajasthan,Female,Matric/Secondary,2014,759227.0
2814,Rajasthan,Female,Middle,2001,375372.0
2815,Rajasthan,Female,Middle,2011,996926.0
2816,Rajasthan,Female,Middle,2002,437528.0
2817,Rajasthan,Female,Middle,2003,499684.0
2818,Rajasthan,Female,Middle,2004,561840.0
2819,Rajasthan,Female,Middle,2005,623996.0
2820,Rajasthan,Female,Middle,2006,686152.0
2821,Rajasthan,Female,Middle,2007,748308.0
2822,Rajasthan,Female,Middle,2008,810464.0
2823,Rajasthan,Female,Middle,2009,872620.0
2824,Rajasthan,Female,Middle,2010,934776.0
2825,Rajasthan,Female,Middle,2012,1059082.0
2826,Rajasthan,Female,Middle,2013,1121238.0
2827,Rajasthan,Female,Middle,2014,1183394.0
2828,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2001,236.0
2829,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2011,989.0
2830,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2002,312.0
2831,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2003,388.0
2832,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2004,464.0
2833,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2005,540.0
2834,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2006,616.0
2835,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2007,692.0
2836,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2008,768.0
2837,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2009,844.0
2838,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2010,920.0
2839,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2012,1065.0
2840,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2013,1141.0
2841,Rajasthan,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2014,1217.0
2842,Rajasthan,Female,Primary,2001,923740.0
2843,Rajasthan,Female,Primary,2011,1845191.0
2844,Rajasthan,Female,Primary,2002,1015886.0
2845,Rajasthan,Female,Primary,2003,1108032.0
2846,Rajasthan,Female,Primary,2004,1200178.0
2847,Rajasthan,Female,Primary,2005,1292324.0
2848,Rajasthan,Female,Primary,2006,1384470.0
2849,Rajasthan,Female,Primary,2007,1476616.0
2850,Rajasthan,Female,Primary,2008,1568762.0
2851,Rajasthan,Female,Primary,2009,1660908.0
2852,Rajasthan,Female,Primary,2010,1753054.0
2853,Rajasthan,Female,Primary,2012,1937337.0
2854,Rajasthan,Female,Primary,2013,2029483.0
2855,Rajasthan,Female,Primary,2014,2121629.0
2856,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2001,1311.0
2857,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2011,15316.0
2858,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2002,2712.0
2859,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2003,4113.0
2860,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2004,5514.0
2861,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2005,6915.0
2862,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2006,8316.0
2863,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2007,9717.0
2864,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2008,11118.0
2865,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2009,12519.0
2866,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2010,13920.0
2867,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2012,16717.0
2868,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2013,18118.0
2869,Rajasthan,Female,Technical Diploma Or Certificate Not Equal To Degree,2014,19519.0
2870,Rajasthan,Female,Unclassified,2001,0.0
2871,Rajasthan,Female,Unclassified,2011,28176.0
2872,Rajasthan,Female,Unclassified,2002,2818.0
2873,Rajasthan,Female,Unclassified,2003,5636.0
2874,Rajasthan,Female,Unclassified,2004,8454.0
2875,Rajasthan,Female,Unclassified,2005,11272.0
2876,Rajasthan,Female,Unclassified,2006,14090.0
2877,Rajasthan,Female,Unclassified,2007,16908.0
2878,Rajasthan,Female,Unclassified,2008,19726.0
2879,Rajasthan,Female,Unclassified,2009,22544.0
2880,Rajasthan,Female,Unclassified,2010,25362.0
2881,Rajasthan,Female,Unclassified,2012,30994.0
2882,Rajasthan,Female,Unclassified,2013,33812.0
2883,Rajasthan,Female,Unclassified,2014,36630.0
2884,Rajasthan,Female,Illiterate,2001,870416.0
2885,Rajasthan,Female,Illiterate,2011,857588.0
2886,Rajasthan,Female,Illiterate,2002,869134.0
2887,Rajasthan,Female,Illiterate,2003,867852.0
2888,Rajasthan,Female,Illiterate,2004,866570.0
2889,Rajasthan,Female,Illiterate,2005,865288.0
2890,Rajasthan,Female,Illiterate,2006,864006.0
2891,Rajasthan,Female,Illiterate,2007,862724.0
2892,Rajasthan,Female,Illiterate,2008,861442.0
2893,Rajasthan,Female,Illiterate,2009,860160.0
2894,Rajasthan,Female,Illiterate,2010,858878.0
2895,Rajasthan,Female,Illiterate,2012,856306.0
2896,Rajasthan,Female,Illiterate,2013,855024.0
2897,Rajasthan,Female,Illiterate,2014,853742.0
2898,Rajasthan,Female,Literate,2001,4386570.0
2899,Rajasthan,Female,Literate,2011,6823379.0
2900,Rajasthan,Female,Literate,2002,4630251.0
2901,Rajasthan,Female,Literate,2003,4873932.0
2902,Rajasthan,Female,Literate,2004,5117613.0
2903,Rajasthan,Female,Literate,2005,5361294.0
2904,Rajasthan,Female,Literate,2006,5604975.0
2905,Rajasthan,Female,Literate,2007,5848656.0
2906,Rajasthan,Female,Literate,2008,6092337.0
2907,Rajasthan,Female,Literate,2009,6336018.0
2908,Rajasthan,Female,Literate,2010,6579699.0
2909,Rajasthan,Female,Literate,2012,7067060.0
2910,Rajasthan,Female,Literate,2013,7310741.0
2911,Rajasthan,Female,Literate,2014,7554422.0
2912,Rajasthan,Female,Population Attending Educational Institutions,2001,5256986.0
2913,Rajasthan,Female,Population Attending Educational Institutions,2011,7680967.0
2914,Rajasthan,Female,Population Attending Educational Institutions,2002,5499385.0
2915,Rajasthan,Female,Population Attending Educational Institutions,2003,5741784.0
2916,Rajasthan,Female,Population Attending Educational Institutions,2004,5984183.0
2917,Rajasthan,Female,Population Attending Educational Institutions,2005,6226582.0
2918,Rajasthan,Female,Population Attending Educational Institutions,2006,6468981.0
2919,Rajasthan,Female,Population Attending Educational Institutions,2007,6711380.0
2920,Rajasthan,Female,Population Attending Educational Institutions,2008,6953779.0
2921,Rajasthan,Female,Population Attending Educational Institutions,2009,7196178.0
2922,Rajasthan,Female,Population Attending Educational Institutions,2010,7438577.0
2923,Rajasthan,Female,Population Attending Educational Institutions,2012,7923366.0
2924,Rajasthan,Female,Population Attending Educational Institutions,2013,8165765.0
2925,Rajasthan,Female,Population Attending Educational Institutions,2014,8408164.0
2926,Rajasthan,Female,Total Population,2001,27087177.0
2927,Rajasthan,Female,Total Population,2011,32997440.0
2928,Rajasthan,Female,Total Population,2002,27678204.0
2929,Rajasthan,Female,Total Population,2003,28269231.0
2930,Rajasthan,Female,Total Population,2004,28860258.0
2931,Rajasthan,Female,Total Population,2005,29451285.0
2932,Rajasthan,Female,Total Population,2006,30042312.0
2933,Rajasthan,Female,Total Population,2007,30633339.0
2934,Rajasthan,Female,Total Population,2008,31224366.0
2935,Rajasthan,Female,Total Population,2009,31815393.0
2936,Rajasthan,Female,Total Population,2010,32406420.0
2937,Rajasthan,Female,Total Population,2012,33588467.0
2938,Rajasthan,Female,Total Population,2013,34179494.0
2939,Rajasthan,Female,Total Population,2014,34770521.0
2940,Rajasthan,Male,Below Primary,2001,3429215.0
2941,Rajasthan,Male,Below Primary,2011,3110663.0
2942,Rajasthan,Male,Below Primary,2002,3397360.0
2943,Rajasthan,Male,Below Primary,2003,3365505.0
2944,Rajasthan,Male,Below Primary,2004,3333650.0
2945,Rajasthan,Male,Below Primary,2005,3301795.0
2946,Rajasthan,Male,Below Primary,2006,3269940.0
2947,Rajasthan,Male,Below Primary,2007,3238085.0
2948,Rajasthan,Male,Below Primary,2008,3206230.0
2949,Rajasthan,Male,Below Primary,2009,3174375.0
2950,Rajasthan,Male,Below Primary,2010,3142520.0
2951,Rajasthan,Male,Below Primary,2012,3078808.0
2952,Rajasthan,Male,Below Primary,2013,3046953.0
2953,Rajasthan,Male,Below Primary,2014,3015098.0
2954,Rajasthan,Male,Graduate & Above,2001,130895.0
2955,Rajasthan,Male,Graduate & Above,2011,403958.0
2956,Rajasthan,Male,Graduate & Above,2002,158202.0
2957,Rajasthan,Male,Graduate & Above,2003,185509.0
2958,Rajasthan,Male,Graduate & Above,2004,212816.0
2959,Rajasthan,Male,Graduate & Above,2005,240123.0
2960,Rajasthan,Male,Graduate & Above,2006,267430.0
2961,Rajasthan,Male,Graduate & Above,2007,294737.0
2962,Rajasthan,Male,Graduate & Above,2008,322044.0
2963,Rajasthan,Male,Graduate & Above,2009,349351.0
2964,Rajasthan,Male,Graduate & Above,2010,376658.0
2965,Rajasthan,Male,Graduate & Above,2012,431265.0
2966,Rajasthan,Male,Graduate & Above,2013,458572.0
2967,Rajasthan,Male,Graduate & Above,2014,485879.0
2968,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,313787.0
2969,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,738345.0
2970,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,356243.0
2971,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,398699.0
2972,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,441155.0
2973,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,483611.0
2974,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,526067.0
2975,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,568523.0
2976,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,610979.0
2977,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,653435.0
2978,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,695891.0
2979,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,780801.0
2980,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,823257.0
2981,Rajasthan,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,865713.0
2982,Rajasthan,Male,Literate Without Educational Level,2001,111012.0
2983,Rajasthan,Male,Literate Without Educational Level,2011,120737.0
2984,Rajasthan,Male,Literate Without Educational Level,2002,111985.0
2985,Rajasthan,Male,Literate Without Educational Level,2003,112958.0
2986,Rajasthan,Male,Literate Without Educational Level,2004,113931.0
2987,Rajasthan,Male,Literate Without Educational Level,2005,114904.0
2988,Rajasthan,Male,Literate Without Educational Level,2006,115877.0
2989,Rajasthan,Male,Literate Without Educational Level,2007,116850.0
